,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
21126,773696.0,0,7.0,1174162.0,3.0,0,3,20483.33,21.1,12.0,0.0,770564.0,1784442.0,0.0,0.0
21127,438548.0,1,7.0,1174162.0,8.0,0,3,25865.08,19.4,12.0,0.0,313177.0,436370.0,0.0,0.0
21128,327778.0,1,7.5,1085812.0,10.0,0,3,24159.26,17.9,12.0,0.0,160341.0,510026.0,0.0,0.0
21129,585640.0,0,7.0,1174162.0,5.0,2,1,39079.58,7.0,23.0,0.0,104462.0,1344046.0,0.0,0.0
21130,403546.0,1,7.5,1657788.0,10.0,0,3,17683.11,16.9,12.0,0.0,563844.0,931326.0,0.0,0.0
21131,145156.0,1,7.5,1174162.0,1.0,2,11,12150.69,9.8,12.0,0.0,161785.0,666644.0,0.0,0.0
21132,263516.0,1,7.0,1174162.0,10.0,2,3,13783.36,11.5,9.0,0.0,216866.0,320716.0,0.0,0.0
21133,423676.0,1,7.5,1174162.0,4.0,0,3,97671.02,19.7,22.0,0.0,676951.0,917840.0,0.0,0.0
21134,222178.0,1,7.0,2302572.0,1.0,0,5,34346.68,11.2,15.0,1.0,183426.0,512996.0,1.0,0.0
21135,105380.0,0,7.0,1088339.0,1.0,0,3,16479.27,23.3,16.0,0.0,462973.0,1867866.0,0.0,0.0
21136,425040.0,1,7.0,767752.0,1.0,2,7,9468.84,14.8,11.0,0.0,373673.0,522544.0,0.0,0.0
21137,117282.0,0,6.0,1140418.0,1.0,1,3,16916.27,18.4,7.0,0.0,200488.0,238832.0,0.0,0.0
21138,264880.0,1,7.5,857831.0,5.0,2,3,21945.95,21.1,10.0,1.0,79192.0,139128.0,1.0,0.0
21139,432960.0,1,7.0,1028280.0,6.0,2,3,24507.34,17.0,8.0,0.0,210045.0,288508.0,0.0,0.0
21140,403084.0,1,6.5,1585892.0,10.0,0,3,15065.86,20.9,11.0,0.0,273828.0,369534.0,0.0,0.0
21141,215248.0,1,7.0,1258712.0,10.0,0,3,12796.88,19.7,14.0,0.0,421154.0,932382.0,0.0,0.0
21142,278168.0,1,7.5,1224455.0,2.0,2,3,18366.92,22.0,9.0,0.0,450243.0,1012286.0,0.0,0.0
21143,472208.0,1,7.0,1650701.0,4.0,1,3,23384.82,12.8,15.0,0.0,499434.0,781484.0,0.0,0.0
21144,244684.0,1,7.5,1328575.0,9.0,1,3,22364.14,17.7,8.0,0.0,0.0,0.0,0.0,0.0
21145,352000.0,0,6.5,950000.0,2.0,0,3,23433.27,15.2,16.0,0.0,221768.0,503492.0,0.0,0.0
21146,130768.0,1,7.0,1174162.0,2.0,2,3,4972.87,14.9,3.0,0.0,167067.0,202774.0,0.0,0.0
21147,135212.0,1,7.0,1654406.0,6.0,2,14,29779.27,15.5,14.0,1.0,176092.0,416944.0,0.0,1.0
21148,222464.0,1,6.5,1315218.0,1.0,2,7,12385.15,5.6,12.0,0.0,153216.0,263604.0,0.0,0.0
21149,179828.0,1,7.0,716091.0,3.0,0,3,5943.58,12.9,14.0,0.0,95399.0,348480.0,0.0,0.0
21150,401588.0,0,7.0,1174162.0,10.0,2,11,32370.11,22.9,13.0,0.0,816943.0,1217414.0,0.0,0.0
21151,322058.0,0,7.0,1174162.0,10.0,0,3,16542.35,26.8,10.0,0.0,259958.0,631048.0,0.0,0.0
21152,245762.0,1,7.0,1379609.0,3.0,0,3,17819.91,21.5,15.0,0.0,310745.0,741884.0,0.0,0.0
21153,450472.0,0,6.5,1174162.0,2.0,2,13,38429.4,11.4,16.0,1.0,187454.0,520520.0,1.0,0.0
21154,138710.0,1,7.0,467970.0,5.0,2,3,8813.34,36.1,6.0,0.0,146889.0,298914.0,0.0,0.0
21155,161810.0,1,7.0,1397507.0,3.0,2,3,21311.92,18.0,12.0,0.0,108395.0,189860.0,0.0,0.0
21156,219076.0,1,7.0,1267661.0,6.0,2,3,16585.1,16.6,6.0,1.0,77425.0,144584.0,1.0,0.0
21157,71126.0,1,7.0,735205.0,6.0,2,3,18257.86,7.3,7.0,0.0,377511.0,528572.0,0.0,0.0
21158,87296.0,1,7.0,1174162.0,2.0,2,3,1411.13,14.8,6.0,1.0,11191.0,92598.0,1.0,0.0
21159,333300.0,0,7.0,875064.0,8.0,0,3,17209.63,19.0,6.0,0.0,408348.0,473286.0,0.0,0.0
21160,328768.0,1,7.0,815290.0,4.0,0,3,11210.19,14.8,8.0,0.0,194161.0,522852.0,0.0,0.0
21161,53922.0,1,7.0,1174162.0,1.0,2,3,6954.0,20.6,7.0,0.0,111283.0,247324.0,0.0,0.0
21162,155320.0,1,6.5,1174162.0,10.0,2,3,14256.08,16.8,3.0,0.0,164122.0,284064.0,0.0,0.0
21163,352330.0,0,6.0,1596589.0,10.0,2,3,35257.92,22.6,19.0,0.0,208468.0,439714.0,0.0,0.0
21164,289960.0,1,7.0,1174162.0,6.0,0,3,14287.81,12.0,12.0,0.0,229919.0,299772.0,0.0,0.0
21165,111562.0,1,7.0,690232.0,1.0,2,3,11101.13,9.4,11.0,0.0,92568.0,139920.0,0.0,0.0
21166,266530.0,0,7.0,1174162.0,5.0,2,3,10022.5,17.0,12.0,0.0,279376.0,704770.0,0.0,0.0
21167,91806.0,0,6.5,471846.0,1.0,2,9,7002.83,16.2,4.0,0.0,8246.0,15466.0,0.0,0.0
21168,546260.0,0,6.5,1698372.0,2.0,0,3,5831.1,12.5,8.0,0.0,127319.0,312334.0,0.0,0.0
21169,314864.0,1,7.0,1174162.0,6.0,1,3,23002.73,9.0,11.0,0.0,149188.0,260964.0,0.0,0.0
21170,646140.0,0,6.5,1488080.0,7.0,0,3,26289.35,15.0,12.0,0.0,510891.0,1034198.0,0.0,0.0
21171,436128.0,0,6.0,1883280.0,10.0,2,3,29661.66,18.2,7.0,0.0,181526.0,268114.0,0.0,0.0
21172,116314.0,1,7.5,1174162.0,10.0,0,3,6104.89,22.9,8.0,0.0,36632.0,46970.0,0.0,0.0
21173,240834.0,1,7.5,619134.0,1.0,2,3,9132.16,21.5,6.0,0.0,395086.0,748726.0,0.0,0.0
21174,391138.0,0,6.5,1223277.0,4.0,0,3,13863.73,8.1,8.0,0.0,230698.0,455048.0,0.0,0.0
21175,506770.0,0,7.0,1222289.0,10.0,0,3,29334.67,18.1,11.0,0.0,250667.0,542498.0,0.0,0.0
21176,222552.0,1,7.5,1792631.0,10.0,0,3,31520.24,16.4,16.0,0.0,194199.0,267058.0,0.0,0.0
21177,205942.0,1,7.5,697908.0,3.0,1,0,8025.98,17.2,7.0,0.0,90231.0,315634.0,0.0,0.0
21178,215424.0,0,7.0,1174162.0,6.0,0,3,6104.13,18.5,13.0,0.0,125096.0,366696.0,0.0,0.0
21179,770000.0,0,5.5,1995000.0,10.0,2,3,51205.0,21.1,17.0,0.0,510416.0,666292.0,0.0,0.0
21180,259402.0,0,7.0,1174162.0,10.0,2,2,2426.11,27.2,6.0,1.0,63707.0,576290.0,1.0,0.0
21181,46310.0,1,6.5,1174162.0,7.0,2,6,7603.99,20.1,5.0,0.0,64144.0,85976.0,0.0,0.0
21182,133034.0,1,7.0,651035.0,5.0,0,3,15082.39,21.6,12.0,0.0,222376.0,719224.0,0.0,0.0
21183,78694.0,1,7.5,1174162.0,4.0,2,3,12015.98,7.8,5.0,0.0,3363.0,79398.0,0.0,0.0
21184,67628.0,1,7.5,1168044.0,8.0,0,3,6755.26,12.7,7.0,1.0,40793.0,256652.0,1.0,0.0
21185,275198.0,0,7.0,1320424.0,10.0,0,3,19916.37,18.1,14.0,0.0,15048.0,238766.0,0.0,0.0
21186,333410.0,1,7.5,959785.0,4.0,2,3,18963.9,17.0,15.0,0.0,699656.0,1394382.0,0.0,0.0
21187,470690.0,0,7.0,1174162.0,5.0,0,3,44613.52,17.8,13.0,0.0,827792.0,1110648.0,0.0,0.0
21188,155716.0,1,6.5,672391.0,2.0,2,3,11094.29,9.5,6.0,0.0,152323.0,208978.0,0.0,0.0
21189,216920.0,1,7.0,1174162.0,10.0,0,3,7273.77,19.1,9.0,0.0,185345.0,455664.0,0.0,0.0
21190,429572.0,1,7.5,3709940.0,5.0,0,3,83782.78,15.4,5.0,0.0,277191.0,899030.0,0.0,0.0
21191,108614.0,1,7.0,1313109.0,1.0,2,3,17179.8,16.2,2.0,0.0,358948.0,543290.0,0.0,0.0
21192,442464.0,0,6.5,955320.0,10.0,2,5,22370.41,23.7,10.0,0.0,232864.0,314270.0,0.0,0.0
21193,174680.0,1,7.0,484082.0,3.0,2,3,9923.89,8.7,14.0,0.0,56677.0,142054.0,0.0,0.0
21194,150128.0,1,6.5,1174162.0,5.0,2,3,8321.62,27.0,9.0,0.0,131898.0,499114.0,0.0,0.0
21195,224356.0,1,7.5,603668.0,10.0,2,3,15946.89,29.0,13.0,0.0,50673.0,410278.0,0.0,0.0
21196,371844.0,0,6.5,2421797.0,10.0,0,5,46014.01,24.2,26.0,0.0,523298.0,961796.0,0.0,0.0
21197,313082.0,0,7.0,772540.0,5.0,0,3,14356.21,36.2,8.0,0.0,185250.0,1165780.0,0.0,0.0
21198,258302.0,1,7.0,1174162.0,7.0,2,3,23339.22,18.7,11.0,0.0,216809.0,613800.0,0.0,0.0
21199,592944.0,0,7.0,1167284.0,1.0,0,3,22081.04,15.0,10.0,0.0,229729.0,831248.0,0.0,0.0
21200,459514.0,0,6.5,882778.0,5.0,0,3,18832.61,19.2,8.0,0.0,272384.0,353958.0,0.0,0.0
21201,346280.0,0,6.5,832352.0,10.0,1,3,18103.77,34.4,9.0,0.0,554952.0,723624.0,0.0,0.0
21202,269170.0,1,7.0,794276.0,2.0,2,3,17010.51,16.0,6.0,0.0,229558.0,276012.0,0.0,0.0
21203,186978.0,1,7.0,1174162.0,4.0,2,3,5366.17,17.9,21.0,0.0,103208.0,588720.0,0.0,0.0
21204,751520.0,0,6.5,2039840.0,10.0,0,3,39946.93,20.5,8.0,0.0,1044164.0,1298616.0,0.0,0.0
21205,390742.0,0,7.0,889808.0,10.0,2,3,8230.61,18.5,5.0,0.0,133589.0,180092.0,0.0,0.0
21206,291786.0,1,7.0,728213.0,1.0,2,3,12318.84,15.2,6.0,0.0,153672.0,195316.0,0.0,0.0
21207,131626.0,1,6.5,1326276.0,10.0,2,10,11715.4,8.5,6.0,0.0,222319.0,367752.0,0.0,0.0
21208,134310.0,1,7.0,1174162.0,2.0,0,9,14304.34,15.8,9.0,0.0,243067.0,400906.0,0.0,0.0
21209,109802.0,1,7.5,796480.0,9.0,2,3,15796.98,28.5,9.0,0.0,90003.0,704154.0,0.0,0.0
21210,296626.0,1,7.0,1149234.0,1.0,2,3,35338.86,19.2,12.0,0.0,28253.0,155056.0,0.0,0.0
21211,540716.0,0,7.0,1174162.0,10.0,0,3,20171.92,19.7,11.0,0.0,515546.0,947540.0,0.0,0.0
21212,780780.0,1,7.0,1174162.0,2.0,1,11,35064.12,20.8,11.0,0.0,421705.0,642488.0,0.0,0.0
21213,688336.0,1,7.0,1174162.0,10.0,1,3,31898.72,22.5,9.0,2.0,180728.0,259622.0,2.0,0.0
21214,317460.0,0,7.0,1174162.0,10.0,0,3,12613.15,14.8,9.0,0.0,220647.0,384758.0,0.0,0.0
21215,356466.0,1,7.0,993320.0,10.0,2,3,18542.1,19.5,20.0,0.0,249527.0,321750.0,0.0,0.0
21216,300388.0,1,6.5,1152996.0,3.0,0,3,25750.32,10.1,17.0,0.0,130302.0,369798.0,0.0,0.0
21217,326150.0,1,7.0,1352002.0,1.0,2,3,31321.12,5.7,6.0,0.0,46246.0,149996.0,0.0,0.0
21218,64526.0,1,7.0,408595.0,2.0,2,3,10112.75,8.5,14.0,0.0,114038.0,139722.0,0.0,0.0
21219,87516.0,1,7.0,755820.0,1.0,1,3,13919.78,8.5,13.0,0.0,99655.0,491040.0,0.0,0.0
21220,335258.0,1,7.0,1061625.0,2.0,2,3,26009.67,11.1,8.0,0.0,307534.0,547844.0,0.0,0.0
21221,265496.0,0,7.0,1174162.0,10.0,0,3,40064.35,14.0,10.0,0.0,109079.0,141570.0,0.0,0.0
21222,431926.0,1,7.0,1174162.0,2.0,2,2,20986.26,10.7,21.0,0.0,287926.0,596398.0,0.0,0.0
21223,422532.0,1,7.0,1174162.0,5.0,2,3,21989.46,26.9,15.0,0.0,623409.0,1545720.0,0.0,0.0
21224,436414.0,0,6.5,754186.0,1.0,0,3,8044.6,16.9,14.0,1.0,47405.0,418990.0,1.0,0.0
21225,283888.0,0,6.5,778316.0,2.0,2,3,7718.37,12.3,6.0,0.0,7543.0,11264.0,0.0,0.0
21226,113344.0,1,7.0,406581.0,1.0,2,3,5929.33,15.7,8.0,0.0,101536.0,311850.0,0.0,0.0
21227,259006.0,0,7.0,1714959.0,7.0,2,3,24581.25,23.8,12.0,0.0,179379.0,427372.0,0.0,0.0
21228,474848.0,1,7.0,1864090.0,10.0,0,3,27029.4,16.6,10.0,0.0,405365.0,500918.0,0.0,0.0
21229,329010.0,0,7.0,1420725.0,2.0,2,3,18469.52,31.4,12.0,0.0,249166.0,907236.0,0.0,0.0
21230,324192.0,1,7.0,1322096.0,10.0,0,3,32832.38,17.8,9.0,0.0,351063.0,452650.0,0.0,0.0
21231,782562.0,0,6.5,2761289.0,7.0,0,7,34746.25,14.0,12.0,0.0,312094.0,496408.0,0.0,0.0
21232,246378.0,0,7.0,1066888.0,10.0,0,3,12624.93,33.8,10.0,0.0,690384.0,1090562.0,0.0,0.0
21233,396110.0,1,7.0,1140342.0,10.0,0,3,8590.66,25.5,9.0,0.0,309966.0,396132.0,0.0,0.0
21234,179454.0,1,7.0,1174162.0,1.0,2,3,12760.02,7.6,6.0,0.0,202407.0,331958.0,0.0,0.0
21235,262724.0,1,7.0,657590.0,5.0,2,3,17316.41,21.5,9.0,0.0,421249.0,945252.0,0.0,0.0
21236,402952.0,0,7.0,1174162.0,1.0,0,3,11645.1,17.8,9.0,2.0,78033.0,135058.0,1.0,0.0
21237,259622.0,1,7.0,1174162.0,10.0,0,5,30023.04,18.2,7.0,0.0,102505.0,148918.0,0.0,0.0
21238,83864.0,1,6.5,564414.0,1.0,2,3,11711.6,11.9,12.0,0.0,18639.0,107932.0,0.0,0.0
21239,231550.0,1,7.5,730664.0,10.0,0,3,14004.33,19.1,13.0,0.0,282644.0,796290.0,0.0,0.0
21240,397672.0,1,7.5,799444.0,4.0,0,7,15722.31,41.5,9.0,0.0,472454.0,5946204.0,0.0,0.0
21241,266244.0,0,6.5,892924.0,4.0,2,3,15030.9,21.3,8.0,1.0,178638.0,257290.0,1.0,0.0
21242,732028.0,0,7.0,2042481.0,1.0,1,3,22126.83,15.0,5.0,0.0,90117.0,483098.0,0.0,0.0
21243,21978.0,1,7.0,273429.0,1.0,2,3,3417.91,9.5,7.0,0.0,13851.0,21978.0,0.0,0.0
21244,344124.0,0,7.0,1207336.0,3.0,0,3,16097.94,17.0,9.0,0.0,132278.0,483208.0,0.0,0.0
21245,111606.0,1,7.5,2621468.0,3.0,2,3,13129.19,10.8,6.0,1.0,79705.0,151800.0,1.0,0.0
21246,70224.0,1,7.5,149264.0,1.0,2,3,1716.46,19.2,6.0,0.0,95836.0,317922.0,0.0,0.0
21247,66242.0,1,7.5,762660.0,1.0,1,3,11503.36,11.1,13.0,0.0,120992.0,1111902.0,0.0,0.0
21248,155980.0,1,7.0,801648.0,8.0,2,3,16500.74,10.8,3.0,0.0,11837.0,17336.0,0.0,0.0
21249,137082.0,1,7.0,1029439.0,1.0,0,1,6399.77,14.6,4.0,6.0,9310.0,75856.0,0.0,6.0
21250,329472.0,0,7.0,3035136.0,3.0,0,5,18666.17,20.1,9.0,0.0,138605.0,276716.0,0.0,0.0
21251,435600.0,1,6.5,1174162.0,9.0,0,7,16364.7,12.0,11.0,0.0,258837.0,633644.0,0.0,0.0
21252,173140.0,1,7.0,1084045.0,10.0,2,3,10632.59,16.5,23.0,0.0,169499.0,611402.0,0.0,0.0
21253,336644.0,1,7.5,1174162.0,1.0,2,11,12978.14,17.2,20.0,0.0,235790.0,430628.0,0.0,0.0
21254,177848.0,1,7.5,1286376.0,2.0,1,3,31944.7,27.8,13.0,0.0,175104.0,408760.0,0.0,0.0
21255,213928.0,1,7.0,769804.0,5.0,2,3,14113.01,22.5,6.0,0.0,209532.0,251702.0,0.0,0.0
21256,194216.0,1,6.5,1118226.0,3.0,0,2,9877.72,15.4,10.0,0.0,139593.0,446512.0,0.0,0.0
21257,210408.0,1,7.0,567891.0,2.0,2,3,12966.93,12.8,12.0,0.0,246107.0,530640.0,0.0,0.0
21258,615780.0,0,6.5,1352496.0,8.0,0,0,7213.35,15.8,17.0,0.0,119624.0,563068.0,0.0,0.0
21259,224620.0,1,7.5,775960.0,1.0,2,3,16230.56,17.1,20.0,0.0,219830.0,444994.0,0.0,0.0
21260,442684.0,0,7.0,1146954.0,10.0,0,3,7091.94,22.6,4.0,0.0,236398.0,409772.0,0.0,0.0
21261,162822.0,1,7.0,1140228.0,10.0,2,3,22994.56,17.0,19.0,0.0,198759.0,301642.0,0.0,0.0
21262,83864.0,1,7.0,1174162.0,2.0,2,2,7550.79,28.0,16.0,0.0,167884.0,404954.0,0.0,0.0
21263,214918.0,0,7.0,556833.0,8.0,2,3,12250.25,16.1,7.0,0.0,112252.0,148214.0,0.0,0.0
21264,134464.0,1,7.0,987031.0,10.0,2,3,12502.38,12.0,8.0,1.0,106685.0,264506.0,1.0,0.0
21265,492690.0,1,7.0,1174162.0,10.0,0,3,19451.82,11.5,10.0,1.0,136306.0,260040.0,0.0,0.0
21266,107096.0,1,7.0,660687.0,6.0,2,3,8588.76,16.0,13.0,1.0,175693.0,327624.0,1.0,0.0
21267,367796.0,1,7.0,1172566.0,5.0,0,3,34101.96,11.5,12.0,0.0,338352.0,590018.0,0.0,0.0
21268,630190.0,0,6.0,1299144.0,5.0,2,3,28364.53,16.0,14.0,0.0,427500.0,696190.0,0.0,0.0
21269,220902.0,1,7.5,1174162.0,10.0,2,3,16136.7,16.6,23.0,0.0,899213.0,2053634.0,0.0,0.0
21270,519134.0,1,7.0,1774676.0,10.0,0,3,25437.01,15.8,22.0,0.0,376466.0,1270896.0,0.0,0.0
21271,218174.0,1,6.5,1174162.0,1.0,2,3,10551.65,11.0,16.0,0.0,153501.0,399432.0,0.0,0.0
21272,181610.0,1,7.0,637032.0,8.0,0,5,18155.45,17.5,8.0,0.0,111511.0,147576.0,0.0,0.0
21273,607068.0,1,7.5,1497960.0,2.0,0,3,33079.95,19.0,8.0,0.0,705869.0,977658.0,0.0,0.0
21274,21758.0,1,7.0,2573854.0,5.0,0,3,23164.61,54.2,20.0,0.0,355034.0,956054.0,0.0,0.0
21275,202026.0,1,7.0,1124363.0,10.0,0,3,18552.17,29.3,13.0,0.0,169841.0,632324.0,0.0,0.0
21276,176924.0,1,7.5,1432410.0,5.0,2,5,11805.46,26.9,11.0,0.0,100187.0,1757756.0,0.0,0.0
21277,389114.0,1,6.5,1174162.0,5.0,2,3,19080.18,12.4,9.0,0.0,34979.0,49698.0,0.0,0.0
21278,317064.0,1,6.5,8556840.0,2.0,0,11,120508.83,31.5,27.0,0.0,869421.0,1161116.0,0.0,0.0
21279,315216.0,1,7.5,1174162.0,8.0,1,10,25127.88,17.8,16.0,0.0,780957.0,1343650.0,0.0,0.0
21280,179278.0,1,7.0,658008.0,10.0,2,3,16231.13,26.7,13.0,1.0,304266.0,483956.0,1.0,0.0
21281,387288.0,0,7.0,1174162.0,1.0,2,3,30060.28,16.0,10.0,1.0,172672.0,223872.0,1.0,0.0
21282,394262.0,1,7.5,1563605.0,8.0,0,3,9498.86,12.9,8.0,0.0,241680.0,407924.0,0.0,0.0
21283,606298.0,0,6.5,1193542.0,10.0,0,3,16411.25,18.9,7.0,0.0,383306.0,494780.0,0.0,0.0
21284,185218.0,1,7.5,895052.0,1.0,2,3,19392.73,21.4,11.0,0.0,152304.0,496804.0,0.0,0.0
21285,358292.0,0,7.0,1048230.0,7.0,2,3,30049.26,16.6,10.0,0.0,257355.0,423280.0,0.0,0.0
21286,249392.0,1,7.5,755744.0,10.0,0,3,12343.73,15.9,8.0,0.0,173736.0,507980.0,0.0,0.0
21287,229636.0,1,6.5,566637.0,1.0,2,3,5713.68,19.9,15.0,0.0,190494.0,980386.0,0.0,0.0
21288,360162.0,1,7.5,890397.0,4.0,0,3,20256.28,17.0,9.0,0.0,316255.0,512886.0,0.0,0.0
21289,220176.0,1,7.5,1140912.0,10.0,1,3,25480.33,29.6,16.0,0.0,510872.0,817058.0,0.0,0.0
21290,268312.0,1,7.0,1718569.0,8.0,0,3,16039.99,15.8,11.0,0.0,392065.0,634920.0,0.0,0.0
21291,123508.0,1,7.0,872708.0,7.0,2,3,3178.13,12.1,4.0,0.0,105355.0,130196.0,0.0,0.0
21292,553806.0,1,7.5,1913110.0,4.0,0,5,9039.44,18.7,12.0,0.0,93784.0,378356.0,0.0,0.0
21293,510884.0,0,7.5,1174162.0,9.0,0,3,16545.96,16.9,7.0,0.0,323076.0,434984.0,0.0,0.0
21294,258434.0,1,7.0,836969.0,5.0,2,3,16250.89,21.0,16.0,1.0,325793.0,596904.0,1.0,0.0
21295,86284.0,1,7.0,1380502.0,2.0,2,3,11101.7,8.9,11.0,0.0,160265.0,327866.0,0.0,0.0
21296,211838.0,1,7.0,542051.0,10.0,2,3,11157.18,18.0,7.0,1.0,182191.0,333784.0,1.0,0.0
21297,331386.0,1,7.0,858591.0,10.0,2,11,14095.15,12.0,6.0,0.0,38418.0,239206.0,0.0,0.0
21298,451792.0,0,6.5,1174162.0,10.0,1,3,20128.41,18.3,7.0,0.0,599070.0,744260.0,0.0,0.0
21299,152416.0,1,7.0,1085014.0,6.0,2,7,16275.21,16.7,8.0,0.0,127813.0,219912.0,0.0,0.0
21300,548856.0,1,7.0,1952896.0,1.0,2,11,19528.96,18.9,8.0,1.0,90839.0,269698.0,0.0,1.0
21301,762542.0,1,7.0,1900380.0,7.0,1,0,5305.18,19.8,7.0,0.0,186485.0,588346.0,0.0,0.0
21302,110396.0,1,7.0,1174162.0,10.0,2,7,25053.21,29.4,13.0,0.0,410115.0,719510.0,0.0,0.0
21303,328614.0,1,7.0,1286566.0,4.0,2,3,20906.84,11.4,8.0,1.0,368372.0,641410.0,1.0,0.0
21304,430694.0,1,7.5,947834.0,2.0,0,3,12795.74,22.5,8.0,0.0,283214.0,496892.0,0.0,0.0
21305,174064.0,1,7.0,2273711.0,3.0,0,3,61769.19,17.0,19.0,0.0,888782.0,1474374.0,0.0,0.0
21306,218196.0,0,7.0,1168348.0,2.0,2,7,11586.01,15.8,9.0,0.0,77406.0,296802.0,0.0,0.0
21307,560450.0,0,6.5,1742490.0,6.0,0,11,28315.51,20.7,11.0,0.0,566371.0,926266.0,0.0,0.0
21308,268708.0,1,7.5,1682431.0,10.0,0,3,12576.29,19.8,9.0,0.0,380722.0,662926.0,0.0,0.0
21309,460856.0,0,7.0,901151.0,2.0,0,3,15469.61,17.5,13.0,0.0,303601.0,1224828.0,0.0,0.0
21310,270512.0,1,7.0,1168158.0,1.0,0,1,24141.97,11.0,20.0,0.0,289408.0,612634.0,0.0,0.0
21311,378202.0,1,7.5,741304.0,5.0,1,3,13467.01,26.5,9.0,0.0,449369.0,1503854.0,0.0,0.0
21312,178706.0,1,7.0,1427660.0,10.0,0,3,41877.9,21.2,11.0,0.0,1223562.0,1871518.0,0.0,0.0
21313,221056.0,0,7.0,1174162.0,9.0,2,3,15845.62,13.5,11.0,2.0,138396.0,331760.0,1.0,1.0
21314,390500.0,0,6.5,770868.0,5.0,2,3,20042.53,10.5,10.0,0.0,359005.0,682572.0,0.0,0.0
21315,64592.0,1,6.5,1299581.0,3.0,0,3,35197.12,24.2,20.0,0.0,271111.0,527582.0,0.0,0.0
21316,222816.0,0,6.5,1119119.0,9.0,2,11,23688.25,16.4,6.0,0.0,362558.0,425788.0,0.0,0.0
21317,95832.0,1,7.5,378328.0,3.0,1,3,4130.03,17.7,7.0,0.0,148314.0,289124.0,0.0,0.0
21318,519178.0,0,7.0,1120962.0,10.0,0,3,29238.34,14.3,12.0,1.0,146927.0,216436.0,1.0,0.0
21319,228866.0,1,7.0,1174162.0,1.0,1,3,21378.23,23.8,18.0,0.0,300979.0,554048.0,0.0,0.0
21320,303666.0,1,7.0,1174162.0,5.0,0,3,19940.88,14.5,7.0,0.0,104177.0,190850.0,0.0,0.0
21321,219934.0,0,7.0,854753.0,2.0,2,3,15955.25,13.0,29.0,0.0,317015.0,481712.0,0.0,0.0
21322,220110.0,1,6.5,1174162.0,3.0,0,5,7681.32,15.4,8.0,3.0,26372.0,321354.0,0.0,0.0
21323,383174.0,1,7.5,817551.0,1.0,2,3,19961.78,13.5,25.0,0.0,324463.0,644446.0,0.0,0.0
21324,301884.0,0,7.0,967385.0,1.0,2,3,19266.95,26.5,14.0,0.0,256823.0,1357862.0,0.0,0.0
21325,134112.0,1,7.0,4119656.0,4.0,0,3,64197.77,11.8,16.0,0.0,1077718.0,1316326.0,0.0,0.0
21326,647680.0,1,7.0,3254852.0,10.0,0,3,61028.38,24.0,18.0,0.0,1140798.0,1722204.0,0.0,0.0
21327,155540.0,1,7.0,1174162.0,2.0,0,6,29504.72,12.0,25.0,0.0,80313.0,189002.0,0.0,0.0
21328,352770.0,0,7.0,1237717.0,4.0,2,3,25785.85,12.0,11.0,0.0,168587.0,315370.0,0.0,0.0
21329,761068.0,1,7.0,1840967.0,10.0,0,3,48938.87,19.0,18.0,0.0,722475.0,1001858.0,0.0,0.0
21330,254606.0,1,7.0,931760.0,4.0,1,3,15529.27,17.2,9.0,0.0,124317.0,209220.0,0.0,0.0
21331,222002.0,1,7.0,575187.0,10.0,2,3,12078.87,15.6,10.0,0.0,228076.0,318956.0,0.0,0.0
21332,132110.0,1,7.0,798646.0,10.0,2,11,11380.62,24.4,8.0,0.0,93670.0,306372.0,0.0,0.0
21333,246554.0,0,5.5,929860.0,5.0,2,5,13947.9,11.5,12.0,1.0,64866.0,148434.0,1.0,0.0
21334,446072.0,1,7.0,1174162.0,10.0,2,3,20867.32,18.8,9.0,0.0,712310.0,1913648.0,0.0,0.0
21335,109692.0,1,6.5,1136694.0,9.0,0,6,23112.74,19.7,8.0,0.0,385624.0,504526.0,0.0,0.0
21336,530684.0,1,7.0,1336783.0,10.0,2,3,21277.15,19.5,8.0,0.0,195548.0,597432.0,0.0,0.0
21337,326524.0,1,7.0,708491.0,1.0,1,3,20959.85,19.4,16.0,0.0,438862.0,559020.0,0.0,0.0
21338,450032.0,0,6.5,1943320.0,5.0,1,3,30607.29,34.5,16.0,1.0,450547.0,782144.0,1.0,0.0
21339,183766.0,1,7.5,888003.0,10.0,0,3,8805.93,15.4,6.0,0.0,166687.0,236236.0,0.0,0.0
21340,377080.0,0,7.0,1174162.0,1.0,2,3,8578.5,12.1,10.0,0.0,198873.0,502766.0,0.0,0.0
21341,187506.0,0,7.0,1174162.0,4.0,0,5,381.52,10.6,12.0,0.0,8550.0,495242.0,0.0,0.0
21342,616154.0,0,7.5,1174162.0,9.0,0,3,19458.47,25.4,9.0,0.0,763990.0,1560174.0,0.0,0.0
21343,323708.0,0,7.0,745484.0,2.0,2,3,16338.67,18.0,6.0,0.0,117629.0,129470.0,0.0,0.0
21344,213422.0,1,7.0,567150.0,5.0,2,3,8459.94,18.0,10.0,0.0,220172.0,495022.0,0.0,0.0
21345,120846.0,1,7.0,1174162.0,7.0,0,11,11949.1,9.2,10.0,0.0,182647.0,417956.0,0.0,0.0
21346,123068.0,1,7.0,1159380.0,4.0,2,3,27921.83,16.9,9.0,0.0,120175.0,174592.0,0.0,0.0
